date,location,sales,lat,lon
2024-05-10,Chicago,1380.75,41.8781,-87.6298
2024-05-08,Austin,1220.50,30.2672,-97.7431
2024-05-09,Austin,1280.25,30.2672,-97.7431
2024-05-10,Austin,1120.75,30.2672,-97.7431
2024-05-08,Seattle,1680.75,47.6062,-122.3321
2024-05-09,Seattle,1920.25,47.6062,-122.3321
2024-05-10,Seattle,1780.50,47.6062,-122.3321
2024-05-08,Mumbai,2650.50,19.0760,72.8777
2024-05-09,Mumbai,2880.25,19.0760,72.8777
2024-05-10,Mumbai,2720.75,19.0760,72.8777
2024-05-08,Delhi,2420.75,28.7041,77.1025
2024-05-09,Delhi,2580.50,28.7041,77.1025
2024-05-10,Delhi,2490.25,28.7041,77.1025
2024-05-08,Bangalore,2220.25,12.9716,77.5946
2024-05-09,Bangalore,2350.75,12.9716,77.5946
2024-05-10,Bangalore,2280.50,12.9716,77.5946
2024-05-08,Chennai,2050.75,13.0827,80.2707
2024-05-09,Chennai,2180.50,13.0827,80.2707
2024-05-10,Chennai,2120.25,13.0827,80.2707
2024-05-08,Kolkata,1880.25,22.5726,88.3639
2024-05-09,Kolkata,2020.75,22.5726,88.3639
2024-05-10,Kolkata,1950.50,22.5726,88.3639
2024-06-15,New York,2020.25,40.7128,-74.0060
2024-06-16,New York,1720.75,40.7128,-74.0060
2024-06-17,New York,2320.00,40.7128,-74.0060
2024-06-15,San Francisco,3000.50,37.7749,-122.4194
2024-06-16,San Francisco,2750.25,37.7749,-122.4194
2024-06-17,San Francisco,2900.75,37.7749,-122.4194
2024-06-15,Chicago,1620.50,41.8781,-87.6298
2024-06-16,Chicago,1880.25,41.8781,-87.6298
2024-06-17,Chicago,1520.75,41.8781,-87.6298
2024-06-15,Austin,1380.25,30.2672,-97.7431
2024-06-16,Austin,1420.50,30.2672,-97.7431
2024-06-17,Austin,1280.75,30.2672,-97.7431
2024-06-15,Seattle,1820.25,47.6062,-122.3321
2024-06-16,Seattle,2080.75,47.6062,-122.3321
2024-06-17,Seattle,1920.50,47.6062,-122.3321
2024-06-15,Mumbai,2850.25,19.0760,72.8777
2024-06-16,Mumbai,3080.75,19.0760,72.8777
2024-06-17,Mumbai,2920.50,19.0760,72.8777
2024-06-15,Delhi,2620.50,28.7041,77.1025
2024-06-16,Delhi,2780.25,28.7041,77.1025
2024-06-17,Delhi,2690.75,28.7041,77.1025
2024-06-15,Bangalore,2420.75,12.9716,77.5946
2024-06-16,Bangalore,2550.50,12.9716,77.5946
2024-06-17,Bangalore,2480.25,12.9716,77.5946
2024-06-15,Chennai,2250.50,13.0827,80.2707
2024-06-16,Chennai,2380.25,13.0827,80.2707
2024-06-17,Chennai,2320.75,13.0827,80.2707
2024-06-15,Kolkata,2080.75,22.5726,88.3639
2024-06-16,Kolkata,2220.25,22.5726,88.3639
2024-06-17,Kolkata,2150.50,22.5726,88.3639
2024-07-20,New York,2180.75,40.7128,-74.0060
2024-07-21,New York,1880.25,40.7128,-74.0060
2024-07-22,New York,2520.50,40.7128,-74.0060
2024-07-20,San Francisco,3200.25,37.7749,-122.4194
2024-07-21,San Francisco,2950.75,37.7749,-122.4194
2024-07-22,San Francisco,3100.00,37.7749,-122.4194
2024-07-20,Chicago,1780.25,41.8781,-87.6298
2024-07-21,Chicago,2020.50,41.8781,-87.6298
2024-07-22,Chicago,1680.75,41.8781,-87.6298
2024-07-20,Austin,1520.50,30.2672,-97.7431
2024-07-21,Austin,1580.25,30.2672,-97.7431
2024-07-22,Austin,1420.75,30.2672,-97.7431
2024-07-20,Seattle,1980.75,47.6062,-122.3321
2024-07-21,Seattle,2220.25,47.6062,-122.3321
2024-07-22,Seattle,2080.50,47.6062,-122.3321
2024-07-20,Mumbai,3050.50,19.0760,72.8777
2024-07-21,Mumbai,3280.25,19.0760,72.8777
2024-07-22,Mumbai,3120.75,19.0760,72.8777
2024-07-20,Delhi,2820.75,28.7041,77.1025
2024-07-21,Delhi,2980.50,28.7041,77.1025
2024-07-22,Delhi,2890.25,28.7041,77.1025
2024-07-20,Bangalore,2620.25,12.9716,77.5946
2024-07-21,Bangalore,2750.75,12.9716,77.5946
2024-07-22,Bangalore,2680.50,12.9716,77.5946
2024-07-20,Chennai,2450.75,13.0827,80.2707
2024-07-21,Chennai,2580.50,13.0827,80.2707
2024-07-22,Chennai,2520.25,13.0827,80.2707
2024-07-20,Kolkata,2280.50,22.5726,88.3639
2024-07-21,Kolkata,2420.25,22.5726,88.3639
2024-07-22,Kolkata,2350.75,22.5726,88.3639
2024-08-10,New York,2350.25,40.7128,-74.0060
2024-08-11,New York,2020.75,40.7128,-74.0060
2024-08-12,New York,2720.00,40.7128,-74.0060
2024-08-10,San Francisco,3400.50,37.7749,-122.4194
2024-08-11,San Francisco,3150.25,37.7749,-122.4194
2024-08-12,San Francisco,3300.75,37.7749,-122.4194
2024-08-10,Chicago,1920.50,41.8781,-87.6298
2024-08-11,Chicago,2180.25,41.8781,-87.6298
2024-08-12,Chicago,1820.75,41.8781,-87.6298
2024-08-10,Austin,1680.25,30.2672,-97.7431
2024-08-11,Austin,1720.50,30.2672,-97.7431
2024-08-12,Austin,1580.75,30.2672,-97.7431
2024-08-10,Seattle,2120.25,47.6062,-122.3321
2024-08-11,Seattle,2380.75,47.6062,-122.3321
2024-08-12,Seattle,2220.50,47.6062,-122.3321
2024-08-10,Mumbai,3250.25,19.0760,72.8777
2024-08-11,Mumbai,3480.75,19.0760,72.8777
2024-08-12,Mumbai,3320.50,19.0760,72.8777
2024-08-10,Delhi,3020.50,28.7041,77.1025
2024-08-11,Delhi,3180.25,28.7041,77.1025
2024-08-12,Delhi,3090.75,28.7041,77.1025
2024-08-10,Bangalore,2820.75,12.9716,77.5946
2024-08-11,Bangalore,2950.50,12.9716,77.5946
2024-08-12,Bangalore,2880.25,12.9716,77.5946
2024-08-10,Chennai,2650.50,13.0827,80.2707
2024-08-11,Chennai,2780.25,13.0827,80.2707
2024-08-12,Chennai,2720.75,13.0827,80.2707
2024-08-10,Kolkata,2480.75,22.5726,88.3639
2024-08-11,Kolkata,2620.25,22.5726,88.3639
2024-08-12,Kolkata,2550.50,22.5726,88.3639
2024-09-05,New York,2520.75,40.7128,-74.0060
2024-09-06,New York,2180.25,40.7128,-74.0060
2024-09-07,New York,2920.50,40.7128,-74.0060
2024-09-05,San Francisco,3600.25,37.7749,-122.4194
2024-09-06,San Francisco,3350.75,37.7749,-122.4194
2024-09-07,San Francisco,3500.00,37.7749,-122.4194
2024-09-05,Chicago,2080.25,41.8781,-87.6298
2024-09-06,Chicago,2320.50,41.8781,-87.6298
2024-09-07,Chicago,1980.75,41.8781,-87.6298
2024-09-05,Austin,1820.50,30.2672,-97.7431
2024-09-06,Austin,1880.25,30.2672,-97.7431
2024-09-07,Austin,1720.75,30.2672,-97.7431
2024-09-05,Seattle,2280.75,47.6062,-122.3321
2024-09-06,Seattle,2520.25,47.6062,-122.3321
2024-09-07,Seattle,2380.50,47.6062,-122.3321
2024-09-05,Mumbai,3450.50,19.0760,72.8777
2024-09-06,Mumbai,3680.25,19.0760,72.8777
2024-09-07,Mumbai,3520.75,19.0760,72.8777
2024-09-05,Delhi,3220.75,28.7041,77.1025
2024-09-06,Delhi,3380.50,28.7041,77.1025
2024-09-07,Delhi,3290.25,28.7041,77.1025
2024-09-05,Bangalore,3020.25,12.9716,77.5946
2024-09-06,Bangalore,3150.75,12.9716,77.5946
2024-09-07,Bangalore,3080.50,12.9716,77.5946
2024-09-05,Chennai,2850.75,13.0827,80.2707
2024-09-06,Chennai,2980.50,13.0827,80.2707
2024-09-07,Chennai,2920.25,13.0827,80.2707
2024-09-05,Kolkata,2680.50,22.5726,88.3639
2024-09-06,Kolkata,2820.25,22.5726,88.3639
2024-09-07,Kolkata,2750.75,22.5726,88.3639
2024-10-15,New York,2680.25,40.7128,-74.0060
2024-10-16,New York,2320.75,40.7128,-74.0060
2024-10-17,New York,3120.00,40.7128,-74.0060
2024-10-15,San Francisco,3800.50,37.7749,-122.4194
2024-10-16,San Francisco,3550.25,37.7749,-122.4194
2024-10-17,San Francisco,3700.75,37.7749,-122.4194
2024-10-15,Chicago,2220.50,41.8781,-87.6298
2024-10-16,Chicago,2480.25,41.8781,-87.6298
2024-10-17,Chicago,2120.75,41.8781,-87.6298
2024-10-15,Austin,1980.25,30.2672,-97.7431
2024-10-16,Austin,2020.50,30.2672,-97.7431
2024-10-17,Austin,1880.75,30.2672,-97.7431
2024-10-15,Seattle,2420.25,47.6062,-122.3321
2024-10-16,Seattle,2680.75,47.6062,-122.3321
2024-10-17,Seattle,2520.50,47.6062,-122.3321
2024-10-15,Mumbai,3650.25,19.0760,72.8777
2024-10-16,Mumbai,3880.75,19.0760,72.8777
2024-10-17,Mumbai,3720.50,19.0760,72.8777
2024-10-15,Delhi,3420.50,28.7041,77.1025
2024-10-16,Delhi,3580.25,28.7041,77.1025
2024-10-17,Delhi,3490.75,28.7041,77.1025
2024-10-15,Bangalore,3220.75,12.9716,77.5946
2024-10-16,Bangalore,3350.50,12.9716,77.5946
2024-10-17,Bangalore,3280.25,12.9716,77.5946
2024-10-15,Chennai,3050.50,13.0827,80.2707
2024-10-16,Chennai,3180.25,13.0827,80.2707
2024-10-17,Chennai,3120.75,13.0827,80.2707
2024-10-15,Kolkata,2880.75,22.5726,88.3639
2024-10-16,Kolkata,3020.25,22.5726,88.3639
2024-10-17,Kolkata,2950.50,22.5726,88.3639
2024-11-12,New York,2850.75,40.7128,-74.0060
2024-11-13,New York,2480.25,40.7128,-74.0060
2024-11-14,New York,3320.50,40.7128,-74.0060
2024-11-12,San Francisco,4000.25,37.7749,-122.4194
2024-11-13,San Francisco,3750.75,37.7749,-122.4194
2024-11-14,San Francisco,3900.00,37.7749,-122.4194
2024-11-12,Chicago,2380.25,41.8781,-87.6298
2024-11-13,Chicago,2620.50,41.8781,-87.6298
2024-11-14,Chicago,2280.75,41.8781,-87.6298
2024-11-12,Austin,2120.50,30.2672,-97.7431
2024-11-13,Austin,2180.25,30.2672,-97.7431
2024-11-14,Austin,2020.75,30.2672,-97.7431
2024-11-12,Seattle,2580.75,47.6062,-122.3321
2024-11-13,Seattle,2820.25,47.6062,-122.3321
2024-11-14,Seattle,2680.50,47.6062,-122.3321
2024-11-12,Mumbai,3850.50,19.0760,72.8777
2024-11-13,Mumbai,4080.25,19.0760,72.8777
2024-11-14,Mumbai,3920.75,19.0760,72.8777
2024-11-12,Delhi,3620.75,28.7041,77.1025
2024-11-13,Delhi,3780.50,28.7041,77.1025
2024-11-14,Delhi,3690.25,28.7041,77.1025
2024-11-12,Bangalore,3420.25,12.9716,77.5946
2024-11-13,Bangalore,3550.75,12.9716,77.5946
2024-11-14,Bangalore,3480.50,12.9716,77.5946
2024-11-12,Chennai,3250.50,13.0827,80.2707
2024-11-13,Chennai,3380.25,13.0827,80.2707
2024-11-14,Chennai,3320.75,13.0827,80.2707
2024-11-12,Kolkata,3080.75,22.5726,88.3639
2024-11-13,Kolkata,3220.25,22.5726,88.3639
2024-11-14,Kolkata,3150.50,22.5726,88.3639
2024-12-08,New York,3020.25,40.7128,-74.0060
2024-12-09,New York,2620.75,40.7128,-74.0060
2024-12-10,New York,3520.00,40.7128,-74.0060
2024-12-08,San Francisco,4200.50,37.7749,-122.4194
2024-12-09,San Francisco,3950.25,37.7749,-122.4194
2024-12-10,San Francisco,4100.75,37.7749,-122.4194
2024-12-08,Chicago,2520.50,41.8781,-87.6298
2024-12-09,Chicago,2780.25,41.8781,-87.6298
2024-12-10,Chicago,2420.75,41.8781,-87.6298
2024-12-08,Austin,2280.25,30.2672,-97.7431
2024-12-09,Austin,2320.50,30.2672,-97.7431
2024-12-10,Austin,2180.75,30.2672,-97.7431
2024-12-08,Seattle,2720.25,47.6062,-122.3321
2024-12-09,Seattle,2980.75,47.6062,-122.3321
2024-12-10,Seattle,2820.50,47.6062,-122.3321
2024-12-08,Mumbai,4050.25,19.0760,72.8777
2024-12-09,Mumbai,4280.75,19.0760,72.8777
2024-12-10,Mumbai,4120.50,19.0760,72.8777
2024-12-08,Delhi,3820.50,28.7041,77.1025
2024-12-09,Delhi,3980.25,28.7041,77.1025
2024-12-10,Delhi,3890.75,28.7041,77.1025
2024-12-08,Bangalore,3620.75,12.9716,77.5946
2024-12-09,Bangalore,3750.50,12.9716,77.5946
2024-12-10,Bangalore,3680.25,12.9716,77.5946
2024-12-08,Chennai,3450.50,13.0827,80.2707
2024-12-09,Chennai,3580.25,13.0827,80.2707
2024-12-10,Chennai,3520.75,13.0827,80.2707
2024-12-08,Kolkata,3280.75,22.5726,88.3639
2024-12-09,Kolkata,3420.25,22.5726,88.3639
2024-12-10,Kolkata,3350.50,22.5726,88.3639
2025-01-15,New York,3200.75,40.7128,-74.0060
2025-01-16,New York,2780.25,40.7128,-74.0060
2025-01-17,New York,3720.50,40.7128,-74.0060
2025-01-15,San Francisco,4400.25,37.7749,-122.4194
2025-01-16,San Francisco,4150.75,37.7749,-122.4194
2025-01-17,San Francisco,4300.00,37.7749,-122.4194
2025-01-15,Chicago,2680.25,41.8781,-87.6298
2025-01-16,Chicago,2920.50,41.8781,-87.6298
2025-01-17,Chicago,2580.75,41.8781,-87.6298
2025-01-15,Austin,2420.50,30.2672,-97.7431
2025-01-16,Austin,2480.25,30.2672,-97.7431
2025-01-17,Austin,2320.75,30.2672,-97.7431
2025-01-15,Seattle,2880.75,47.6062,-122.3321
2025-01-16,Seattle,3120.25,47.6062,-122.3321
2025-01-17,Seattle,2980.50,47.6062,-122.3321
2025-01-15,Mumbai,4250.50,19.0760,72.8777
2025-01-16,Mumbai,4480.25,19.0760,72.8777
2025-01-17,Mumbai,4320.75,19.0760,72.8777
2025-01-15,Delhi,4020.75,28.7041,77.1025
2025-01-16,Delhi,4180.50,28.7041,77.1025
2025-01-17,Delhi,4090.25,28.7041,77.1025
2025-01-15,Bangalore,3820.25,12.9716,77.5946
2025-01-16,Bangalore,3950.75,12.9716,77.5946
2025-01-17,Bangalore,3880.50,12.9716,77.5946
2025-01-15,Chennai,3650.50,13.0827,80.2707
2025-01-16,Chennai,3780.25,13.0827,80.2707
2025-01-17,Chennai,3720.75,13.0827,80.2707
2025-01-15,Kolkata,3480.75,22.5726,88.3639
2025-01-16,Kolkata,3620.25,22.5726,88.3639
2025-01-17,Kolkata,3550.50,22.5726,88.3639
2025-01-15,Madurai,1850.25,9.9252,78.1198
2025-01-16,Madurai,1980.75,9.9252,78.1198
2025-01-17,Madurai,1920.50,9.9252,78.1198
2025-01-15,Trichy,1650.50,10.7905,78.7047
2025-01-16,Trichy,1780.25,10.7905,78.7047
2025-01-17,Trichy,1720.75,10.7905,78.7047
2025-01-15,Coimbatore,1950.75,11.0168,76.9558
2025-01-16,Coimbatore,2080.25,11.0168,76.9558
2025-01-17,Coimbatore,2020.50,11.0168,76.9558
2025-01-15,Villupuram,1250.25,11.9404,79.4978
2025-01-16,Villupuram,1380.75,11.9404,79.4978
2025-01-17,Villupuram,1320.50,11.9404,79.4978
2025-01-15,Vellore,1450.50,12.9202,79.1500
2025-01-16,Vellore,1580.25,12.9202,79.1500
2025-01-17,Vellore,1520.75,12.9202,79.1500
2025-01-15,Kanniyakumari,1120.75,8.0883,77.5385
2025-01-16,Kanniyakumari,1250.25,8.0883,77.5385
2025-01-17,Kanniyakumari,1180.50,8.0883,77.5385
2025-01-15,Kerala,2250.50,10.8505,76.2711
2025-01-16,Kerala,2380.25,10.8505,76.2711
2025-01-17,Kerala,2320.75,10.8505,76.2711
2024-12-08,Madurai,2050.25,9.9252,78.1198
2024-12-09,Madurai,2180.75,9.9252,78.1198
2024-12-10,Madurai,2120.50,9.9252,78.1198
2024-12-08,Trichy,1850.50,10.7905,78.7047
2024-12-09,Trichy,1980.25,10.7905,78.7047
2024-12-10,Trichy,1920.75,10.7905,78.7047
2024-12-08,Coimbatore,2150.75,11.0168,76.9558
2024-12-09,Coimbatore,2280.25,11.0168,76.9558
2024-12-10,Coimbatore,2220.50,11.0168,76.9558
2024-12-08,Villupuram,1450.25,11.9404,79.4978
2024-12-09,Villupuram,1580.75,11.9404,79.4978
2024-12-10,Villupuram,1520.50,11.9404,79.4978
2024-12-08,Vellore,1650.50,12.9202,79.1500
2024-12-09,Vellore,1780.25,12.9202,79.1500
2024-12-10,Vellore,1720.75,12.9202,79.1500
2024-12-08,Kanniyakumari,1320.75,8.0883,77.5385
2024-12-09,Kanniyakumari,1450.25,8.0883,77.5385
2024-12-10,Kanniyakumari,1380.50,8.0883,77.5385
2024-12-08,Kerala,2450.50,10.8505,76.2711
2024-12-09,Kerala,2580.25,10.8505,76.2711
2024-12-10,Kerala,2520.75,10.8505,76.2711
2024-11-12,Madurai,1950.25,9.9252,78.1198
2024-11-13,Madurai,2080.75,9.9252,78.1198
2024-11-14,Madurai,2020.50,9.9252,78.1198
2024-11-12,Trichy,1750.50,10.7905,78.7047
2024-11-13,Trichy,1880.25,10.7905,78.7047
2024-11-14,Trichy,1820.75,10.7905,78.7047
2024-11-12,Coimbatore,2050.75,11.0168,76.9558
2024-11-13,Coimbatore,2180.25,11.0168,76.9558
2024-11-14,Coimbatore,2120.50,11.0168,76.9558
2024-11-12,Villupuram,1350.25,11.9404,79.4978
2024-11-13,Villupuram,1480.75,11.9404,79.4978
2024-11-14,Villupuram,1420.50,11.9404,79.4978
2024-11-12,Vellore,1550.50,12.9202,79.1500
2024-11-13,Vellore,1680.25,12.9202,79.1500
2024-11-14,Vellore,1620.75,12.9202,79.1500
2024-11-12,Kanniyakumari,1220.75,8.0883,77.5385
2024-11-13,Kanniyakumari,1350.25,8.0883,77.5385
2024-11-14,Kanniyakumari,1280.50,8.0883,77.5385
2024-11-12,Kerala,2350.50,10.8505,76.2711
2024-11-13,Kerala,2480.25,10.8505,76.2711
2024-11-14,Kerala,2420.75,10.8505,76.2711
2024-10-15,Madurai,1850.25,9.9252,78.1198
2024-10-16,Madurai,1980.75,9.9252,78.1198
2024-10-17,Madurai,1920.50,9.9252,78.1198
2024-10-15,Trichy,1650.50,10.7905,78.7047
2024-10-16,Trichy,1780.25,10.7905,78.7047
2024-10-17,Trichy,1720.75,10.7905,78.7047
2024-10-15,Coimbatore,1950.75,11.0168,76.9558
2024-10-16,Coimbatore,2080.25,11.0168,76.9558
2024-10-17,Coimbatore,2020.50,11.0168,76.9558
2024-10-15,Villupuram,1250.25,11.9404,79.4978
2024-10-16,Villupuram,1380.75,11.9404,79.4978
2024-10-17,Villupuram,1320.50,11.9404,79.4978
2024-10-15,Vellore,1450.50,12.9202,79.1500
2024-10-16,Vellore,1580.25,12.9202,79.1500
2024-10-17,Vellore,1520.75,12.9202,79.1500
2024-10-15,Kanniyakumari,1120.75,8.0883,77.5385
2024-10-16,Kanniyakumari,1250.25,8.0883,77.5385
2024-10-17,Kanniyakumari,1180.50,8.0883,77.5385
2024-10-15,Kerala,2250.50,10.8505,76.2711
2024-10-16,Kerala,2380.25,10.8505,76.2711
2024-10-17,Kerala,2320.75,10.8505,76.2711
2024-09-05,Madurai,1750.25,9.9252,78.1198
2024-09-06,Madurai,1880.75,9.9252,78.1198
2024-09-07,Madurai,1820.50,9.9252,78.1198
2024-09-05,Trichy,1550.50,10.7905,78.7047
2024-09-06,Trichy,1680.25,10.7905,78.7047
2024-09-07,Trichy,1620.75,10.7905,78.7047
2024-09-05,Coimbatore,1850.75,11.0168,76.9558
2024-09-06,Coimbatore,1980.25,11.0168,76.9558
2024-09-07,Coimbatore,1920.50,11.0168,76.9558
2024-09-05,Villupuram,1150.25,11.9404,79.4978
2024-09-06,Villupuram,1280.75,11.9404,79.4978
2024-09-07,Villupuram,1220.50,11.9404,79.4978
2024-09-05,Vellore,1350.50,12.9202,79.1500
2024-09-06,Vellore,1480.25,12.9202,79.1500
2024-09-07,Vellore,1420.75,12.9202,79.1500
2024-09-05,Kanniyakumari,1020.75,8.0883,77.5385
2024-09-06,Kanniyakumari,1150.25,8.0883,77.5385
2024-09-07,Kanniyakumari,1080.50,8.0883,77.5385
2024-09-05,Kerala,2150.50,10.8505,76.2711
2024-09-06,Kerala,2280.25,10.8505,76.2711
2024-09-07,Kerala,2220.75,10.8505,76.2711
2024-08-10,Madurai,1650.25,9.9252,78.1198
2024-08-11,Madurai,1780.75,9.9252,78.1198
2024-08-12,Madurai,1720.50,9.9252,78.1198
2024-08-10,Trichy,1450.50,10.7905,78.7047
2024-08-11,Trichy,1580.25,10.7905,78.7047
2024-08-12,Trichy,1520.75,10.7905,78.7047
2024-08-10,Coimbatore,1750.75,11.0168,76.9558
2024-08-11,Coimbatore,1880.25,11.0168,76.9558
2024-08-12,Coimbatore,1820.50,11.0168,76.9558
2024-08-10,Villupuram,1050.25,11.9404,79.4978
